doc_id,char_idx,punct,left_context,right_context,centered_context,token_before,token_after,label
it_markit-ud-train,1732,"
", è anche un legame che si è visto mutare nel corso,dei secoli . Nel frattempo lo sviluppo dei mezzi p," è anche un legame che si è visto mutare nel corso
dei secoli . Nel frattempo lo sviluppo dei mezzi p",corso,dei,0
it_markit-ud-train,1744,.,"legame che si è visto mutare nel corso
dei secoli ", Nel frattempo lo sviluppo dei mezzi per la contin,"legame che si è visto mutare nel corso
dei secoli . Nel frattempo lo sviluppo dei mezzi per la contin",,Nel,1
it_markit-ud-train,1813,"
",sviluppo dei mezzi per la continua ricerca di essi,è l' obiettivo che si deve porre l' uomo ; Verga a,"sviluppo dei mezzi per la continua ricerca di essi
è l' obiettivo che si deve porre l' uomo ; Verga a",essi,è,0
it_markit-ud-train,1891,"
","porre l' uomo ; Verga ambienta "" I Malavoglia "" ad","Aci Trezza , un paesino sul mare e di quest' ultim","porre l' uomo ; Verga ambienta "" I Malavoglia "" ad
Aci Trezza , un paesino sul mare e di quest' ultim",ad,Aci,1
it_markit-ud-train,1970,"
",mare e di quest' ultimo parla quasi come fosse una,"persona che sbuffa , si gira e si muove sotto ad u","mare e di quest' ultimo parla quasi come fosse una
persona che sbuffa , si gira e si muove sotto ad u",una,persona,0
it_markit-ud-train,2049,., e si muove sotto ad uno splendido manto stellato ,"
Tutte le sue novelle ed i romanzi principali pur "," e si muove sotto ad uno splendido manto stellato .
Tutte le sue novelle ed i romanzi principali pur ",,Tutte,1
it_markit-ud-train,2050,"
",e si muove sotto ad uno splendido manto stellato .,Tutte le sue novelle ed i romanzi principali pur e,"e si muove sotto ad uno splendido manto stellato .
Tutte le sue novelle ed i romanzi principali pur e",,Tutte,0
it_markit-ud-train,2131,"
",nzi principali pur essendo stati scritti mentre l',autore si trovava a Milano sono ambientati in Sici,"nzi principali pur essendo stati scritti mentre l'
autore si trovava a Milano sono ambientati in Sici",l',autore,0
it_markit-ud-train,2211,"
",no ambientati in Sicilia e della Sicilia ricordano,"i paesaggi , le tradizioni , la vita e la quotidia","no ambientati in Sicilia e della Sicilia ricordano
i paesaggi , le tradizioni , la vita e la quotidia",ricordano,i,0
it_markit-ud-train,2279,.,"radizioni , la vita e la quotidianità della gente "," Il tempo
può avere avuto un esordio ed un origine","radizioni , la vita e la quotidianità della gente . Il tempo
può avere avuto un esordio ed un origine",,Il,1
it_markit-ud-train,2289,"
",", la vita e la quotidianità della gente . Il tempo","può avere avuto un esordio ed un origine , può far",", la vita e la quotidianità della gente . Il tempo
può avere avuto un esordio ed un origine , può far",tempo,può,0
it_markit-ud-train,2370,"
","un origine , può far parte integrale di noi oppure",è una cosa a parte che attraversa noi stessi ? lì ,"un origine , può far parte integrale di noi oppure
è una cosa a parte che attraversa noi stessi ? lì ",oppure,è,0
it_markit-ud-train,2416,?,"pure
è una cosa a parte che attraversa noi stessi "," lì si può ritornare indietro alle
origini per poi","pure
è una cosa a parte che attraversa noi stessi ? lì si può ritornare indietro alle
origini per poi",,lì,1
it_markit-ud-train,2451,"
",rsa noi stessi ? lì si può ritornare indietro alle,"origini per poi continuare ad andare avanti , è co","rsa noi stessi ? lì si può ritornare indietro alle
origini per poi continuare ad andare avanti , è co",alle,origini,0
it_markit-ud-train,2530,"
","d andare avanti , è come un universo che si evolve",per poi riformarsi di nuovo partendo dall' inizio ,"d andare avanti , è come un universo che si evolve
per poi riformarsi di nuovo partendo dall' inizio ",evolve,per,0
it_markit-ud-train,2581,.,per poi riformarsi di nuovo partendo dall' inizio ," L' accorgersi poi che la
verità diventa sempre da","per poi riformarsi di nuovo partendo dall' inizio . L' accorgersi poi che la
verità diventa sempre da",,L',1
it_markit-ud-train,2607,"
",o partendo dall' inizio . L' accorgersi poi che la,verità diventa sempre da assoluta a relativa e che,"o partendo dall' inizio . L' accorgersi poi che la
verità diventa sempre da assoluta a relativa e che",la,verità,0
it_markit-ud-train,2688,"
",uta a relativa e che la nostra opinione è solo una,"goccia nell' oceano , è un ulteriore passo avanti ","uta a relativa e che la nostra opinione è solo una
goccia nell' oceano , è un ulteriore passo avanti ",una,goccia,0
it_markit-ud-train,2767,"
",lteriore passo avanti che ci fa comprendere quanto,siano risibili le certezze dell' uomo ( come soste,"lteriore passo avanti che ci fa comprendere quanto
siano risibili le certezze dell' uomo ( come soste",quanto,siano,0
it_markit-ud-train,2845,.,dell' uomo ( come sostenuto anche da Pirandello ) ,"
Infatti , quest' esigenza lo spinge ad avvicinars","dell' uomo ( come sostenuto anche da Pirandello ) .
Infatti , quest' esigenza lo spinge ad avvicinars",,Infatti,1
it_markit-ud-train,2846,"
",ell' uomo ( come sostenuto anche da Pirandello ) .,"Infatti , quest' esigenza lo spinge ad avvicinarsi","ell' uomo ( come sostenuto anche da Pirandello ) .
Infatti , quest' esigenza lo spinge ad avvicinarsi",,Infatti,0
it_markit-ud-train,2926,"
","spinge ad avvicinarsi ai suoi simili , persone che",sono in grado di comprendere il suo bisogno di fid,"spinge ad avvicinarsi ai suoi simili , persone che
sono in grado di comprendere il suo bisogno di fid",che,sono,0
it_markit-ud-train,3007,"
","l suo bisogno di fiducia , di lealtà , persone che",riescono a colmare le sue lacune e con delicatezza,"l suo bisogno di fiducia , di lealtà , persone che
riescono a colmare le sue lacune e con delicatezza",che,riescono,0
it_markit-ud-train,3087,"
",une e con delicatezza ad addentrarsi nel suo animo,". È un linguaggio che non necessita di parole , pe","une e con delicatezza ad addentrarsi nel suo animo
. È un linguaggio che non necessita di parole , pe",animo,,0
it_markit-ud-train,3088,.,"ne e con delicatezza ad addentrarsi nel suo animo
"," È un linguaggio che non necessita di parole , per","ne e con delicatezza ad addentrarsi nel suo animo
. È un linguaggio che non necessita di parole , per",,È,1
it_markit-ud-train,3167,"
","essita di parole , perché l' amico , come la volpe",", "" sa riconoscere il rumore dei tuoi passi , e co","essita di parole , perché l' amico , come la volpe
, "" sa riconoscere il rumore dei tuoi passi , e co",volpe,,0
it_markit-ud-train,3246,"
"," dei tuoi passi , e come essa non sarà impaurito ,",perché essi risuoneranno come una musica rispetto ," dei tuoi passi , e come essa non sarà impaurito ,
perché essi risuoneranno come una musica rispetto ",,perché,0
it_markit-ud-train,3322,"
",come una musica rispetto all' unisono di tutti gli,"altri "" La filosofia risale ai tempi antichi di So","come una musica rispetto all' unisono di tutti gli
altri "" La filosofia risale ai tempi antichi di So",gli,altri,0
it_markit-ud-train,3396,"
",sale ai tempi antichi di Socrate e Platone ed è la,scienza che studia i principi e le ragioni delle c,"sale ai tempi antichi di Socrate e Platone ed è la
scienza che studia i principi e le ragioni delle c",la,scienza,1
it_markit-ud-train,3466,.,i principi e le ragioni delle cose e degli eventi ," Ognuno di
noi è legato al tempo perché è l' eleme","i principi e le ragioni delle cose e degli eventi . Ognuno di
noi è legato al tempo perché è l' eleme",,Ognuno,1
it_markit-ud-train,3477,"
",e le ragioni delle cose e degli eventi . Ognuno di,noi è legato al tempo perché è l' elemento che sca,"e le ragioni delle cose e degli eventi . Ognuno di
noi è legato al tempo perché è l' elemento che sca",di,noi,0
it_markit-ud-train,3554,"
","hé è l' elemento che scandisce la nostra vita , ma",forse nessuno o almeno in pochi hanno approfondito,"hé è l' elemento che scandisce la nostra vita , ma
forse nessuno o almeno in pochi hanno approfondito",ma,forse,0
it_markit-ud-train,3630,"
", pochi hanno approfondito questa parola per vedere,"quello che nasconde , forse perché è troppo compli"," pochi hanno approfondito questa parola per vedere
quello che nasconde , forse perché è troppo compli",vedere,quello,0
it_markit-ud-train,3708,"
", perché è troppo complicato o forse perché nessuno,mai se lo chiede . Fin da bambini si impara a vive," perché è troppo complicato o forse perché nessuno
mai se lo chiede . Fin da bambini si impara a vive",nessuno,mai,0
it_markit-ud-train,3726,.,"omplicato o forse perché nessuno
mai se lo chiede ", Fin da bambini si impara a viverla : Come la soci,"omplicato o forse perché nessuno
mai se lo chiede . Fin da bambini si impara a viverla : Come la soci",,Fin,1
it_markit-ud-train,3788,"
",bini si impara a viverla : Come la società moderna,", a motivo principalmente del progresso , ci si è ","bini si impara a viverla : Come la società moderna
, a motivo principalmente del progresso , ci si è ",moderna,,1
it_markit-ud-train,3868,"
"," progresso , ci si è allontanati da questi rituali",", ma la musica è rimasta essenziale in ambito soci"," progresso , ci si è allontanati da questi rituali
, ma la musica è rimasta essenziale in ambito soci",rituali,,0
it_markit-ud-train,3923,., la musica è rimasta essenziale in ambito sociale ," Certo , questo non è ciò
che ci si aspetta dalla "," la musica è rimasta essenziale in ambito sociale . Certo , questo non è ciò
che ci si aspetta dalla ",,Certo,1
it_markit-ud-train,3949,"
","ziale in ambito sociale . Certo , questo non è ciò","che ci si aspetta dalla musica , ma rimangono irri","ziale in ambito sociale . Certo , questo non è ciò
che ci si aspetta dalla musica , ma rimangono irri",ciò,che,0
it_markit-ud-train,4029,"
","a , ma rimangono irrisolti alcuni dubbi a riguardo",: Quel che è certo è che molte persone poste davan,"a , ma rimangono irrisolti alcuni dubbi a riguardo
: Quel che è certo è che molte persone poste davan",riguardo,,0
it_markit-ud-train,4108,"
","te persone poste davanti alla domanda "" che cos' è","il tempo "" trovano molte difficoltà nel darvi una ","te persone poste davanti alla domanda "" che cos' è
il tempo "" trovano molte difficoltà nel darvi una ",è,il,1
it_markit-ud-train,4168,.,""" trovano molte difficoltà nel darvi una risposta "," Solamente nel
secondo dopoguerra si sviluppò il m",""" trovano molte difficoltà nel darvi una risposta . Solamente nel
secondo dopoguerra si sviluppò il m",,Solamente,1
it_markit-ud-train,4183,"
", difficoltà nel darvi una risposta . Solamente nel,secondo dopoguerra si sviluppò il modello odierno ," difficoltà nel darvi una risposta . Solamente nel
secondo dopoguerra si sviluppò il modello odierno ",nel,secondo,0
it_markit-ud-train,4264,"
"," il modello odierno di analisi , in cui l' impiego",diretto dello Stato e il seguente ruolo centrale a," il modello odierno di analisi , in cui l' impiego
diretto dello Stato e il seguente ruolo centrale a",impiego,diretto,0
it_markit-ud-train,4336,"
"," il seguente ruolo centrale a questo affidato , ne",costituiscono la peculiarità . Questa è la descriz," il seguente ruolo centrale a questo affidato , ne
costituiscono la peculiarità . Questa è la descriz",ne,costituiscono,0
it_markit-ud-train,4366,.,"questo affidato , ne
costituiscono la peculiarità "," Questa è la descrizione che emerge dal giornale ""","questo affidato , ne
costituiscono la peculiarità . Questa è la descrizione che emerge dal giornale """,,Questa,1
it_markit-ud-train,4417,"
"," Questa è la descrizione che emerge dal giornale ""","Il Sole 24 ore Sanità "" , in data 28 gennaio 2013 "," Questa è la descrizione che emerge dal giornale ""
Il Sole 24 ore Sanità "" , in data 28 gennaio 2013 ",,Il,0
it_markit-ud-train,4468,.,"Il Sole 24 ore Sanità "" , in data 28 gennaio 2013 "," Rispondere a una domanda di
questo tipo risulta d","Il Sole 24 ore Sanità "" , in data 28 gennaio 2013 . Rispondere a una domanda di
questo tipo risulta d",,Rispondere,1
it_markit-ud-train,4497,"
",data 28 gennaio 2013 . Rispondere a una domanda di,"questo tipo risulta del tutto complicato , ma se r","data 28 gennaio 2013 . Rispondere a una domanda di
questo tipo risulta del tutto complicato , ma se r",di,questo,0
it_markit-ud-train,4574,"
","tto complicato , ma se realmente questa ricerca si",presentasse come soluzione alle malattie neurologi,"tto complicato , ma se realmente questa ricerca si
presentasse come soluzione alle malattie neurologi",si,presentasse,0
it_markit-ud-train,4655,"
","e malattie neurologiche , beh , che dire , sarebbe",l' investimento che più appagherebbe le generazion,"e malattie neurologiche , beh , che dire , sarebbe
l' investimento che più appagherebbe le generazion",sarebbe,l',0
it_markit-ud-train,4729,"
"," appagherebbe le generazioni future , premiando il",progresso conseguito grazie al continuo avanzare d," appagherebbe le generazioni future , premiando il
progresso conseguito grazie al continuo avanzare d",il,progresso,0
it_markit-ud-train,4796,.,uito grazie al continuo avanzare della tecnologia ," Ne riconosce
i passi , la voce , il viso e tutto ","uito grazie al continuo avanzare della tecnologia . Ne riconosce
i passi , la voce , il viso e tutto ",,Ne,1
it_markit-ud-train,4810,"
", continuo avanzare della tecnologia . Ne riconosce,"i passi , la voce , il viso e tutto ciò che gli ri"," continuo avanzare della tecnologia . Ne riconosce
i passi , la voce , il viso e tutto ciò che gli ri",riconosce,i,0
it_markit-ud-train,4887,"
",o e tutto ciò che gli ricorda il padrone stesso lo,"rende felice . Ma l' amicizia vera dura per anni ,","o e tutto ciò che gli ricorda il padrone stesso lo
rende felice . Ma l' amicizia vera dura per anni ,",lo,rende,0
it_markit-ud-train,4901,.,"che gli ricorda il padrone stesso lo
rende felice "," Ma l' amicizia vera dura per anni , e dopo molti ","che gli ricorda il padrone stesso lo
rende felice . Ma l' amicizia vera dura per anni , e dopo molti ",,Ma,1
it_markit-ud-train,4965,"
","ia vera dura per anni , e dopo molti anni , sembra",che il primo incontro con il nostro fedele amico s,"ia vera dura per anni , e dopo molti anni , sembra
che il primo incontro con il nostro fedele amico s",sembra,che,0
it_markit-ud-train,5045,"
","nostro fedele amico sia stato l' altro ieri , e di",lui ci ricordiamo subito la serietà di fronte alla,"nostro fedele amico sia stato l' altro ieri , e di
lui ci ricordiamo subito la serietà di fronte alla",di,lui,0
it_markit-ud-train,5125,"
","erietà di fronte alla vita o all' opposto il suo ""","vivere alla giornata "" e questo è la cosa che più ","erietà di fronte alla vita o all' opposto il suo ""
vivere alla giornata "" e questo è la cosa che più ",,vivere,0
it_markit-ud-train,5205,"
","to è la cosa che più ci piace di lui , ma tutto ci","piace di lui , pregi e difetti compresi . Cosa c' ","to è la cosa che più ci piace di lui , ma tutto ci
piace di lui , pregi e difetti compresi . Cosa c' ",ci,piace,0
it_markit-ud-train,5246,.," tutto ci
piace di lui , pregi e difetti compresi "," Cosa c' è oltre quel mare che tanto
spaventa e da"," tutto ci
piace di lui , pregi e difetti compresi . Cosa c' è oltre quel mare che tanto
spaventa e da",,Cosa,1
it_markit-ud-train,5283,"
",tti compresi . Cosa c' è oltre quel mare che tanto,spaventa e da cui molti non fanno ritorno ? la ver,"tti compresi . Cosa c' è oltre quel mare che tanto
spaventa e da cui molti non fanno ritorno ? la ver",tanto,spaventa,0
it_markit-ud-train,5326,?,"e tanto
spaventa e da cui molti non fanno ritorno "," la vera e duratura felicità è solo
difficile da r","e tanto
spaventa e da cui molti non fanno ritorno ? la vera e duratura felicità è solo
difficile da r",,la,1
it_markit-ud-train,5362,"
",fanno ritorno ? la vera e duratura felicità è solo,difficile da raggiungere oppure è soltanto un mito,"fanno ritorno ? la vera e duratura felicità è solo
difficile da raggiungere oppure è soltanto un mito",solo,difficile,0
it_markit-ud-train,5436,?,e oppure è soltanto un mito che inganna ogni uomo ,"
questo dato è certificato da degli studi che sono","e oppure è soltanto un mito che inganna ogni uomo ?
questo dato è certificato da degli studi che sono",,questo,1
it_markit-ud-train,5437,"
", oppure è soltanto un mito che inganna ogni uomo ?,questo dato è certificato da degli studi che sono ," oppure è soltanto un mito che inganna ogni uomo ?
questo dato è certificato da degli studi che sono ",,questo,0
it_markit-ud-train,5515,"
",a degli studi che sono stati confrontati con altri,provenienti dal campo della psicologia e della neu,"a degli studi che sono stati confrontati con altri
provenienti dal campo della psicologia e della neu",altri,provenienti,0
it_markit-ud-train,5574,.,nti dal campo della psicologia e della neurologia ," In riferimento al
racconto si può capire perché l","nti dal campo della psicologia e della neurologia . In riferimento al
racconto si può capire perché l",,In,1
it_markit-ud-train,5593,"
", psicologia e della neurologia . In riferimento al,racconto si può capire perché le persone dicono ch," psicologia e della neurologia . In riferimento al
racconto si può capire perché le persone dicono ch",al,racconto,0
it_markit-ud-train,5673,"
", le persone dicono che il denaro non è tutto nella,"vita , ma è solo una piccola parte che ti può far "," le persone dicono che il denaro non è tutto nella
vita , ma è solo una piccola parte che ti può far ",nella,vita,0
it_markit-ud-train,5731,.,ma è solo una piccola parte che ti può far felice ," Il mio parere non
varrà per tutti dato che non vi","ma è solo una piccola parte che ti può far felice . Il mio parere non
varrà per tutti dato che non vi",,Il,1
it_markit-ud-train,5750,"
",la parte che ti può far felice . Il mio parere non,varrà per tutti dato che non viene da un ragioname,"la parte che ti può far felice . Il mio parere non
varrà per tutti dato che non viene da un ragioname",non,varrà,0
it_markit-ud-train,5831,"
",iene da un ragionamento logico o scientifico ma da,"un credo che resta dentro di me , che è l' unica c","iene da un ragionamento logico o scientifico ma da
un credo che resta dentro di me , che è l' unica c",da,un,0
it_markit-ud-train,5909,"
","i me , che è l' unica cosa che posso ascoltare per","rispondere alla domanda "" Siamo soli ? Si può dunq","i me , che è l' unica cosa che posso ascoltare per
rispondere alla domanda "" Siamo soli ? Si può dunq",per,rispondere,0
it_markit-ud-train,5947,?,"scoltare per
rispondere alla domanda "" Siamo soli "," Si può dunque capire come la città natale
rappres","scoltare per
rispondere alla domanda "" Siamo soli ? Si può dunque capire come la città natale
rappres",,Si,1
it_markit-ud-train,5990,"
",o soli ? Si può dunque capire come la città natale,rappresenti un punto di riferimento per l' uomo . ,"o soli ? Si può dunque capire come la città natale
rappresenti un punto di riferimento per l' uomo . ",natale,rappresenti,0
it_markit-ud-train,6039,.,"e
rappresenti un punto di riferimento per l' uomo "," Dopo la crisi delle grandi
chiese di pensiero , d","e
rappresenti un punto di riferimento per l' uomo . Dopo la crisi delle grandi
chiese di pensiero , d",,Dopo,1
it_markit-ud-train,6067,"
",ferimento per l' uomo . Dopo la crisi delle grandi,"chiese di pensiero , dopo aver subito , grazie all","ferimento per l' uomo . Dopo la crisi delle grandi
chiese di pensiero , dopo aver subito , grazie all",grandi,chiese,0
it_markit-ud-train,6143,"
"," aver subito , grazie alle televisioni , il rapido",smembramento ed il commerciale consumo di idee e d," aver subito , grazie alle televisioni , il rapido
smembramento ed il commerciale consumo di idee e d",rapido,smembramento,0
it_markit-ud-train,6224,"
"," consumo di idee e di stili di vita , la filosofia",torna a vivere con integrità nell' ambito della sp," consumo di idee e di stili di vita , la filosofia
torna a vivere con integrità nell' ambito della sp",filosofia,torna,0
it_markit-ud-train,6300,"
",ità nell' ambito della specie umana e non come una,collezione di idee o citazioni edificanti . A sost,"ità nell' ambito della specie umana e non come una
collezione di idee o citazioni edificanti . A sost",una,collezione,0
it_markit-ud-train,6343,.,"ome una
collezione di idee o citazioni edificanti "," A sostegno della mia tesi vorrei
manifestare il m","ome una
collezione di idee o citazioni edificanti . A sostegno della mia tesi vorrei
manifestare il m",,A,1
it_markit-ud-train,6377,"
",ioni edificanti . A sostegno della mia tesi vorrei,"manifestare il mio pensiero , cioè che la perfezio","ioni edificanti . A sostegno della mia tesi vorrei
manifestare il mio pensiero , cioè che la perfezio",vorrei,manifestare,0
it_markit-ud-train,6458,"
",cioè che la perfezione è qualcosa che trascende l',"umana comprensione , è un concetto che trascende d","cioè che la perfezione è qualcosa che trascende l'
umana comprensione , è un concetto che trascende d",l',umana,0
it_markit-ud-train,6539,"
",etto che trascende da ciò che è reale e che quindi,non può essere padroneggiato da alcun uomo con qua,"etto che trascende da ciò che è reale e che quindi
non può essere padroneggiato da alcun uomo con qua",quindi,non,0
it_markit-ud-train,6610,.,neggiato da alcun uomo con qualsivoglia strumento ,"
Esaminando la tesi galileiana , è intuibile il si","neggiato da alcun uomo con qualsivoglia strumento .
Esaminando la tesi galileiana , è intuibile il si",,Esaminando,1
it_markit-ud-train,6611,"
",eggiato da alcun uomo con qualsivoglia strumento .,"Esaminando la tesi galileiana , è intuibile il sig","eggiato da alcun uomo con qualsivoglia strumento .
Esaminando la tesi galileiana , è intuibile il sig",,Esaminando,0
it_markit-ud-train,6685,"
","leiana , è intuibile il significato che riveste la","matematica nella fisica , un ruolo centrale , un c","leiana , è intuibile il significato che riveste la
matematica nella fisica , un ruolo centrale , un c",la,matematica,0
it_markit-ud-train,6766,"
","uolo centrale , un cardine , lo strumento principe",per capire l' universo . Il primo è un poema-roman,"uolo centrale , un cardine , lo strumento principe
per capire l' universo . Il primo è un poema-roman",principe,per,0
it_markit-ud-train,6790,.,"ne , lo strumento principe
per capire l' universo ", Il primo è un poema-romanzo che parla della città,"ne , lo strumento principe
per capire l' universo . Il primo è un poema-romanzo che parla della città",,Il,1
it_markit-ud-train,6844,"
", primo è un poema-romanzo che parla della città di,Paterson come di un unico individuo formato da mol," primo è un poema-romanzo che parla della città di
Paterson come di un unico individuo formato da mol",di,Paterson,0
