doc_id,char_idx,punct,left_context,right_context,centered_context,token_before,token_after,label
en_gum-ud-train,561,?,bels have an impact on how people look at artworks,"

The viewing experience of art is a complex one, ","bels have an impact on how people look at artworks?

The viewing experience of art is a complex one, ",artworks,The,1
en_gum-ud-train,699,.,"tion, memory, decision-making, affect, and emotion","
 Thus, the time it takes
and the ways of visually","tion, memory, decision-making, affect, and emotion.
 Thus, the time it takes
and the ways of visually",emotion,Thus,1
en_gum-ud-train,850,.,"ce,
interestingness, and even its aesthetic appeal","
 This paper describes a
collaborative pilot proje","ce,
interestingness, and even its aesthetic appeal.
 This paper describes a
collaborative pilot proje",appeal,This,1
en_gum-ud-train,970,.,"ique collection of 17th Century
Zurbarán paintings","
 The Jacob cycle at Auckland Castle is the only U","ique collection of 17th Century
Zurbarán paintings.
 The Jacob cycle at Auckland Castle is the only U",paintings,The,1
en_gum-ud-train,1106,.,on preserved in situ in purpose-built surroundings,"
 While
studies of the psychology of art have focu","on preserved in situ in purpose-built surroundings.
 While
studies of the psychology of art have focu",surroundings,While,1
en_gum-ud-train,1345,.,"ppreciation of collections or of devotional
themes","
 In this paper, we report upon the novel insights","ppreciation of collections or of devotional
themes.
 In this paper, we report upon the novel insights",themes,In,1
en_gum-ud-train,1519,.,"viewing the unique collection of
Zurbarán artworks","
 The purpose of this pilot study was to assess th","viewing the unique collection of
Zurbarán artworks.
 The purpose of this pilot study was to assess th",artworks,The,1
en_gum-ud-train,1653,.,terpretation on the visual exploration of artworks,"
 We will
discuss the potential implications of th","terpretation on the visual exploration of artworks.
 We will
discuss the potential implications of th",artworks,We,1
en_gum-ud-train,1792,.,"f
visual behaviours on museum and gallery practice","
 The project brings together
established research","f
visual behaviours on museum and gallery practice.
 The project brings together
established research",practice,The,1
en_gum-ud-train,2124,.,l as the significance of the collection as a whole,"
 

Our experience of art develops from the intera","l as the significance of the collection as a whole.
 

Our experience of art develops from the intera",whole,Our,1
en_gum-ud-train,2281,.,beginning of which is a visual scan of the artwork,"

When regarding an artwork, a viewer gathers info","beginning of which is a visual scan of the artwork.

When regarding an artwork, a viewer gathers info",artwork,When,1
en_gum-ud-train,2426,.,rsed by rapid movements of the eye called saccades,"
 The
direction of saccades is determined by an in","rsed by rapid movements of the eye called saccades.
 The
direction of saccades is determined by an in",saccades,The,1
en_gum-ud-train,2590,.,"operties of the different elements of the scene
(e","g. colour, texture, brightness etc).
 Importantly,","operties of the different elements of the scene
(e.g. colour, texture, brightness etc).
 Importantly,",e,g,0
en_gum-ud-train,2592,.,"erties of the different elements of the scene
(e.g"," colour, texture, brightness etc).
 Importantly, s","erties of the different elements of the scene
(e.g. colour, texture, brightness etc).
 Importantly, s",g,colour,0
en_gum-ud-train,2626,.,"f the scene
(e.g. colour, texture, brightness etc)","
 Importantly, studying eye movements
offers an in","f the scene
(e.g. colour, texture, brightness etc).
 Importantly, studying eye movements
offers an in",,Importantly,1
en_gum-ud-train,2783,.," memories or
subjective impressions of the artwork","
 Previous eye tracking research has
highlighted t"," memories or
subjective impressions of the artwork.
 Previous eye tracking research has
highlighted t",artwork,Previous,1
en_gum-ud-train,2959,.,rts (see for example Brieber 2014; Binderman et al,", 2005) and at the
same time offers a direct way o","rts (see for example Brieber 2014; Binderman et al., 2005) and at the
same time offers a direct way o",al,,0
en_gum-ud-train,3089,.,"factors of a museum
visit (Filippini Fantoni et al",", 2013; Heidenreich & Turano 2011; Milekic 2010).
","factors of a museum
visit (Filippini Fantoni et al., 2013; Heidenreich & Turano 2011; Milekic 2010).
",al,,0
en_gum-ud-train,3138,.,"l., 2013; Heidenreich & Turano 2011; Milekic 2010)","


Zurbarán’s cycle of Jacob and his Sons has been","l., 2013; Heidenreich & Turano 2011; Milekic 2010).


Zurbarán’s cycle of Jacob and his Sons has been",,Zurbarán,1
en_gum-ud-train,3255,.,"he Long Room at
Auckland Castle for over 250 years","
 It is the only cycle to be preserved in
purpose-","he Long Room at
Auckland Castle for over 250 years.
 It is the only cycle to be preserved in
purpose-",years,It,1
en_gum-ud-train,3380,.,"e UK, and one of very few of its kind in the
world","
 It has a long history in scholarship (Baron & Be","e UK, and one of very few of its kind in the
world.
 It has a long history in scholarship (Baron & Be",world,It,1
en_gum-ud-train,3536,.,"nd significance have not yet been fully
understood","
 In this study we used eye-tracking in the first ","nd significance have not yet been fully
understood.
 In this study we used eye-tracking in the first ",understood,In,1
en_gum-ud-train,4005,.,"an be encouraged to approach art in different
ways","
 This pilot project primarily investigated how pa","an be encouraged to approach art in different
ways.
 This pilot project primarily investigated how pa",ways,This,1
en_gum-ud-train,4407,.," label characteristics on visitor
visual behaviour","
 

1 Introduction
 

Tenured and tenure-track uni"," label characteristics on visitor
visual behaviour.
 

1 Introduction
 

Tenured and tenure-track uni",behaviour,1,1
en_gum-ud-train,4650,.,directly through their training of new researchers,"
 Past studies
establish that each of these effort","directly through their training of new researchers.
 Past studies
establish that each of these effort",researchers,Past,1
en_gum-ud-train,4831,.,"ty, including ethnic, racial, and gender
diversity","
 As an example, research shows that greater diver","ty, including ethnic, racial, and gender
diversity.
 As an example, research shows that greater diver",diversity,As,1
en_gum-ud-train,5143,.,"ent and often augment the abilities of
their peers","
 Additionally, diversity has been shown to produc","ent and often augment the abilities of
their peers.
 Additionally, diversity has been shown to produc",peers,Additionally,1
en_gum-ud-train,5323,.,"h can facilitate
the mentoring of young scientists","
 Despite these positive effects, however,
quantif","h can facilitate
the mentoring of young scientists.
 Despite these positive effects, however,
quantif",scientists,Despite,1
en_gum-ud-train,5525,.," comprehensive data about the scientific
workforce","
 

Measuring the composition and dynamics of a sc"," comprehensive data about the scientific
workforce.
 

Measuring the composition and dynamics of a sc",workforce,Measuring,1
en_gum-ud-train,5770,.,"research is conducted and how it might be
enhanced","
 For many scientific fields, however, there is no","research is conducted and how it might be
enhanced.
 For many scientific fields, however, there is no",enhanced,For,1
en_gum-ud-train,5933,.,"ult to define a rigorous sample frame
for analysis","
 Further, rates of adoption of services like Goog","ult to define a rigorous sample frame
for analysis.
 Further, rates of adoption of services like Goog",analysis,Further,1
en_gum-ud-train,6046,.,"d
ResearchGate vary within, and across disciplines","
 For instance, gender
representation in computing","d
ResearchGate vary within, and across disciplines.
 For instance, gender
representation in computing",disciplines,For,1
en_gum-ud-train,6277,.,"ts
possible sources are difficult to establish [6]","
 Some disciplines, like
political science, are or","ts
possible sources are difficult to establish [6].
 Some disciplines, like
political science, are or",,Some,1
en_gum-ud-train,6426,.,"ose
membership roll approximates a full census [7]","
 Most fields, on the other hand,
including comput","ose
membership roll approximates a full census [7].
 Most fields, on the other hand,
including comput",,Most,1
en_gum-ud-train,6675,.,sed faculty directories for individual departments,"
 

Because assembling such a full census is diffi","sed faculty directories for individual departments.
 

Because assembling such a full census is diffi",departments,Because,1
en_gum-ud-train,6931,.,"and often focused on the scientific
elite [17, 18]","
 Although useful, such samples are not representa","and often focused on the scientific
elite [17, 18].
 Although useful, such samples are not representa",,Although,1
en_gum-ud-train,7064,., as a whole and thus have limited generalizability,"
 One of
the largest census efforts to date assemb"," as a whole and thus have limited generalizability.
 One of
the largest census efforts to date assemb",generalizability,One,1
en_gum-ud-train,7224,.,"elds: computer science, history, and business [19]","
 This
data set has shed considerable light on dra","elds: computer science, history, and business [19].
 This
data set has shed considerable light on dra",,This,1
en_gum-ud-train,7364,.," placement, and scholarly productivity [6, 19, 20]","
 But, this data set
is only a single snapshot of "," placement, and scholarly productivity [6, 19, 20].
 But, this data set
is only a single snapshot of ",,But,1
en_gum-ud-train,7557,.," and diversity trends within these
academic fields","
 

In some fields, yearly data on faculty numbers"," and diversity trends within these
academic fields.
 

In some fields, yearly data on faculty numbers",fields,In,1
en_gum-ud-train,7651,.,"numbers and composition are available in
aggregate","
 In computer science, the Computing Research Asso","numbers and composition are available in
aggregate.
 In computer science, the Computing Research Asso",aggregate,In,1
en_gum-ud-train,7849,.,"vey of computing departments in North America
(cra","org/resources/taulbee-survey).
 Such surveys can p","vey of computing departments in North America
(cra.org/resources/taulbee-survey).
 Such surveys can p",cra,org,0
en_gum-ud-train,7879,.,"n North America
(cra.org/resources/taulbee-survey)","
 Such surveys can provide valuable insight
into t","n North America
(cra.org/resources/taulbee-survey).
 Such surveys can provide valuable insight
into t",,Such,1
en_gum-ud-train,8021,.,"tific workforce but suffer from
two key weaknesses","
 First, surveys are subject to variable response ","tific workforce but suffer from
two key weaknesses.
 First, surveys are subject to variable response ",weaknesses,First,1
en_gum-ud-train,8192,.,"an inject bias into
fine-grained analyses [21, 22]","
 Second, aggregate information provides only a
hi","an inject bias into
fine-grained analyses [21, 22].
 Second, aggregate information provides only a
hi",,Second,1
en_gum-ud-train,8326,.,"an make it difficult to investigate causality
[23]","
 For example, differences in recruitment and rete","an make it difficult to investigate causality
[23].
 For example, differences in recruitment and rete",,For,1
en_gum-ud-train,8530,.,the efficacy of individual strategies and policies,"
 

Here, we present a novel system, based on a to","the efficacy of individual strategies and policies.
 

Here, we present a novel system, based on a to",policies,Here,1
en_gum-ud-train,8736,.,igital data available on the public World Wide Web,"
 This system is efficient
and accurate, and it ca","igital data available on the public World Wide Web.
 This system is efficient
and accurate, and it ca",Web,This,1
en_gum-ud-train,8861,.,"emic discipline and used for
continuous collection","
 The system is capable of collecting census data ","emic discipline and used for
continuous collection.
 The system is capable of collecting census data ",collection,The,1
en_gum-ud-train,9085,.,"y 1600 hours required to do this
task by hand [19]","
 By assembling an accurate census of an entire fi","y 1600 hours required to do this
task by hand [19].
 By assembling an accurate census of an entire fi",,By,1
en_gum-ud-train,9359,.,aving to rely on surveys or professional societies,"
 This system can
also be used longitudinally to s","aving to rely on surveys or professional societies.
 This system can
also be used longitudinally to s",societies,This,1
en_gum-ud-train,9604,.,aden participation or improve retention of faculty,"

Finally, applied to many academic fields in para","aden participation or improve retention of faculty.

Finally, applied to many academic fields in para",faculty,Finally,1
en_gum-ud-train,9788,.,"nd relate those labor flows
to scientific advances","
 In short, many important research questions will","nd relate those labor flows
to scientific advances.
 In short, many important research questions will",advances,In,1
en_gum-ud-train,9920,.,of accurate and frequently-recollected census data,"
 

Our study is organized as follows.
 We begin b","of accurate and frequently-recollected census data.
 

Our study is organized as follows.
 We begin b",data,Our,1
en_gum-ud-train,9958,.," census data.
 

Our study is organized as follows","
 We begin by detailing the design and
implementat"," census data.
 

Our study is organized as follows.
 We begin by detailing the design and
implementat",follows,We,1
en_gum-ud-train,10041,.,"gn and
implementation of our web crawler framework","
 Next, we present the results of our
work in two ","gn and
implementation of our web crawler framework.
 Next, we present the results of our
work in two ",framework,Next,1
en_gum-ud-train,10100,.,"we present the results of our
work in two sections","
 The first demonstrates the validity and utility ","we present the results of our
work in two sections.
 The first demonstrates the validity and utility ",sections,The,1
en_gum-ud-train,10291,.,"t to a hand-curated census, collected in 2011 [19]","
 The second
provides an example of the type of re","t to a hand-curated census, collected in 2011 [19].
 The second
provides an example of the type of re",,The,1
en_gum-ud-train,10471,.," the “leaky pipeline” problem in faculty
retention","
 

2. New Institutional Economics: Theoretical Fo"," the “leaky pipeline” problem in faculty
retention.
 

2. New Institutional Economics: Theoretical Fo",retention,2,1
en_gum-ud-train,10477,.,"leaky pipeline” problem in faculty
retention.
 

2", New Institutional Economics: Theoretical Foundati,"leaky pipeline” problem in faculty
retention.
 

2. New Institutional Economics: Theoretical Foundati",2,New,0
en_gum-ud-train,10574,.,"dations and Application to the
Argentine Case
 

2","1. New Institutional Economics, Property Rights, a","dations and Application to the
Argentine Case
 

2.1. New Institutional Economics, Property Rights, a",2,1,0
en_gum-ud-train,10576,.,"tions and Application to the
Argentine Case
 

2.1"," New Institutional Economics, Property Rights, and","tions and Application to the
Argentine Case
 

2.1. New Institutional Economics, Property Rights, and",1,New,0
en_gum-ud-train,10782,.,"ed the return of
institutions to economic analysis","
 The awarding of the Nobel Prize in Economics
to ","ed the return of
institutions to economic analysis.
 The awarding of the Nobel Prize in Economics
to ",analysis,The,1
en_gum-ud-train,10969,.,Ostrom) has contributed to its greater recognition,"
 

The two main notions of this economic approach","Ostrom) has contributed to its greater recognition.
 

The two main notions of this economic approach",recognition,The,1
en_gum-ud-train,11118,.,"tutions, analyzed by Coase and North, respectively","
 Coase [13,14]
argues that economic transactions ","tutions, analyzed by Coase and North, respectively.
 Coase [13,14]
argues that economic transactions ",respectively,Coase,1
en_gum-ud-train,11258,.,"tweigh
the gains, the exchange will not take place","
 For its part, North defined the
institutions as ","tweigh
the gains, the exchange will not take place.
 For its part, North defined the
institutions as ",place,For,1
en_gum-ud-train,11457,.,"nomic behavior, and affect social
interaction [12]","
 Thus, institutions also determine the level of u","nomic behavior, and affect social
interaction [12].
 Thus, institutions also determine the level of u",,Thus,1
en_gum-ud-train,11593,.," subject, stimulating or discouraging transactions","
 A
viable economy requires an institutional struc"," subject, stimulating or discouraging transactions.
 A
viable economy requires an institutional struc",transactions,A,1
en_gum-ud-train,11713,.,"xisting
uncertainty and guarantees property rights","
 In other words, it is critical that
economic age","xisting
uncertainty and guarantees property rights.
 In other words, it is critical that
economic age",rights,In,1
en_gum-ud-train,11864,.," taken away by
other public or private actors [15]","
 Achieving these objectives requires the
creation"," taken away by
other public or private actors [15].
 Achieving these objectives requires the
creation",,Achieving,1
en_gum-ud-train,12087,.,"ote a society based on
equality of conditions [16]","
 Of course, the state takes a lead role in promot","ote a society based on
equality of conditions [16].
 Of course, the state takes a lead role in promot",,Of,1
en_gum-ud-train,12166,.," a lead role in promoting
this type of institution","
 The state must protect property rights, provide "," a lead role in promoting
this type of institution.
 The state must protect property rights, provide ",institution,The,1
en_gum-ud-train,12262,.,"vide public
services, and ensure a sound judiciary","
 It is responsible also for imposing
order and pr","vide public
services, and ensure a sound judiciary.
 It is responsible also for imposing
order and pr",judiciary,It,1
en_gum-ud-train,12402,.,"agents, penalizing all
violators of contracts [17]","
 

The path to a prosperous society is not an eas","agents, penalizing all
violators of contracts [17].
 

The path to a prosperous society is not an eas",,The,1
en_gum-ud-train,12458,.,he path to a prosperous society is not an easy one,"
 It is society that
establishes, through politica","he path to a prosperous society is not an easy one.
 It is society that
establishes, through politica",one,It,1
en_gum-ud-train,12572,.,"the type of economic institutions that
are adopted","
 If there are disagreements about the policies to","the type of economic institutions that
are adopted.
 If there are disagreements about the policies to",adopted,If,1
en_gum-ud-train,12712,.,ns the political game will make the final decision,"
 On the
one hand, a society that adopts policies ","ns the political game will make the final decision.
 On the
one hand, a society that adopts policies ",decision,On,1
en_gum-ud-train,12857,.,ill develop pluralist and centralized institutions,"
 Inclusive
institutions guarantee the right to pr","ill develop pluralist and centralized institutions.
 Inclusive
institutions guarantee the right to pr",institutions,Inclusive,1
en_gum-ud-train,13000,.,em and promote a society based on equal conditions,"
 These institutions
benefit not only the elites, ","em and promote a society based on equal conditions.
 These institutions
benefit not only the elites, ",conditions,These,1
en_gum-ud-train,13073,.,"enefit not only the elites, but society as a whole","
 The consequences of
implementing inclusive insti","enefit not only the elites, but society as a whole.
 The consequences of
implementing inclusive insti",whole,The,1
en_gum-ud-train,13202,.,"reased activity,
productivity, and economic growth","
 On the other hand, if extractive political
insti","reased activity,
productivity, and economic growth.
 On the other hand, if extractive political
insti",growth,On,1
en_gum-ud-train,13341,.,"ll be consolidated within a small
number of groups","
 In governments with extractive policies, the gro","ll be consolidated within a small
number of groups.
 In governments with extractive policies, the gro",groups,In,1
en_gum-ud-train,13500,.,"e population for its own
enrichment and well-being","
 Another feature of this type of government is th","e population for its own
enrichment and well-being.
 Another feature of this type of government is th",well-being,Another,1
en_gum-ud-train,13666,.," typically results
in the loss of their privileges","
 Those in power have little interest in their
pow"," typically results
in the loss of their privileges.
 Those in power have little interest in their
pow",privileges,Those,1
en_gum-ud-train,13836,.,"tical
institutions that were more pluralistic [16]","
 

It follows that the role of the state is essen","tical
institutions that were more pluralistic [16].
 

It follows that the role of the state is essen",,It,1
en_gum-ud-train,13891,.,It follows that the role of the state is essential,"
 The institutional structure
of a state and its c","It follows that the role of the state is essential.
 The institutional structure
of a state and its c",essential,The,1
en_gum-ud-train,14082,.,"for creating rules that benefit the
community [18]","
 Moreover, compliance mechanisms must reflect ex ","for creating rules that benefit the
community [18].
 Moreover, compliance mechanisms must reflect ex ",,Moreover,1
en_gum-ud-train,14164,.,"ms must reflect ex ante and ex post
standards [12]","
 But what happens when property rights are not re","ms must reflect ex ante and ex post
standards [12].
 But what happens when property rights are not re",,But,1
en_gum-ud-train,14222,?,hat happens when property rights are not respected,"
 What if
it is the state itself that exhibits pre","hat happens when property rights are not respected?
 What if
it is the state itself that exhibits pre",respected,What,1
en_gum-ud-train,14288,?, the state itself that exhibits predatory behavior,"
 All these questions
have a place in this case an"," the state itself that exhibits predatory behavior?
 All these questions
have a place in this case an",behavior,All,1
en_gum-ud-train,14345,.,"these questions
have a place in this case analysis","
 The expropriation of YPF is a case in which
the ","these questions
have a place in this case analysis.
 The expropriation of YPF is a case in which
the ",analysis,The,1
en_gum-ud-train,14492,.,"ncouraged by an extractive
institutional framework","
 If the decisions taken by the state are not base","ncouraged by an extractive
institutional framework.
 If the decisions taken by the state are not base",framework,If,1
en_gum-ud-train,14723,.,"ch will result in unfavorable
economic performance","
 In a scenario with insecure property rights, asy","ch will result in unfavorable
economic performance.
 In a scenario with insecure property rights, asy",performance,In,1
en_gum-ud-train,14930,.,"ollowing sections, the FDI is difficult to attract","
 

2.2. Institutional Structure of the Argentine ","ollowing sections, the FDI is difficult to attract.
 

2.2. Institutional Structure of the Argentine ",attract,2,1
en_gum-ud-train,14936,.,"ng sections, the FDI is difficult to attract.
 

2","2. Institutional Structure of the Argentine State
","ng sections, the FDI is difficult to attract.
 

2.2. Institutional Structure of the Argentine State
",2,2,0
en_gum-ud-train,14938,.," sections, the FDI is difficult to attract.
 

2.2"," Institutional Structure of the Argentine State
 
"," sections, the FDI is difficult to attract.
 

2.2. Institutional Structure of the Argentine State
 
",2,Institutional,0
en_gum-ud-train,15122,.,dge of the focal country’s institutional framework,"
 

Most of Argentina’s governments have been of t","dge of the focal country’s institutional framework.
 

Most of Argentina’s governments have been of t",framework,Most,1
en_gum-ud-train,15190,.,tina’s governments have been of the predatory type,"
 The country’s
unequal economic growth originated","tina’s governments have been of the predatory type.
 The country’s
unequal economic growth originated",type,The,1
en_gum-ud-train,15361,.,d the establishment of extractive institutions [7],"

Argentine politics are therefore highly unstable","d the establishment of extractive institutions [7].

Argentine politics are therefore highly unstable",,Argentine,1
en_gum-ud-train,15412,.,"

Argentine politics are therefore highly unstable","
 Achieving political order
would require the gove","

Argentine politics are therefore highly unstable.
 Achieving political order
would require the gove",unstable,Achieving,1
en_gum-ud-train,15574,.,ens—neither of which has yet occurred in Argentina,"
 

Distant Rhythm: Automatic Enjambment Detection","ens—neither of which has yet occurred in Argentina.
 

Distant Rhythm: Automatic Enjambment Detection",Argentina,Distant,1
en_gum-ud-train,15704,.,"
Sonnets
 

Pablo Ruiz Fabo
 

pabloruizfabo@gmail","com
 

Lattice Lab, CNRS, France
 

Clara Martínez","
Sonnets
 

Pablo Ruiz Fabo
 

pabloruizfabo@gmail.com
 

Lattice Lab, CNRS, France
 

Clara Martínez",gmail,com,0
en_gum-ud-train,15781,.,"France
 

Clara Martínez Cantón
 

cimartinez@flog","uned.es
 

Universidad Nacional de Educación a Dis","France
 

Clara Martínez Cantón
 

cimartinez@flog.uned.es
 

Universidad Nacional de Educación a Dis",flog,uned,0
en_gum-ud-train,15786,.,"e
 

Clara Martínez Cantón
 

cimartinez@flog.uned","es
 

Universidad Nacional de Educación a Distanci","e
 

Clara Martínez Cantón
 

cimartinez@flog.uned.es
 

Universidad Nacional de Educación a Distanci",uned,es,0
en_gum-ud-train,15875,.,"n a Distancia, Spain
 

Thierry Poibeau
 

thierry","poibeau@ens.fr
 

Lattice Lab, CNRS, France
 

Int","n a Distancia, Spain
 

Thierry Poibeau
 

thierry.poibeau@ens.fr
 

Lattice Lab, CNRS, France
 

Int",thierry,poibeau,0
en_gum-ud-train,15887,.,"a, Spain
 

Thierry Poibeau
 

thierry.poibeau@ens","fr
 

Lattice Lab, CNRS, France
 

Introduction
 
","a, Spain
 

Thierry Poibeau
 

thierry.poibeau@ens.fr
 

Lattice Lab, CNRS, France
 

Introduction
 
",ens,fr,0
en_gum-ud-train,16102,.,"03), giving rise to different stylistic
effects (e",g. increased emphasis on elements of the broken-up,"03), giving rise to different stylistic
effects (e.g. increased emphasis on elements of the broken-up",e,g,0
en_gum-ud-train,16104,.,"), giving rise to different stylistic
effects (e.g", increased emphasis on elements of the broken-up p,"), giving rise to different stylistic
effects (e.g. increased emphasis on elements of the broken-up p",g,increased,0
en_gum-ud-train,16276,.,"tations for the
enjambed lines (García-Paje, 1991)","
 

In Spanish poetry, the syntactic configuration","tations for the
enjambed lines (García-Paje, 1991).
 

In Spanish poetry, the syntactic configuration",,In,1
en_gum-ud-train,16756,.,"rnández (2010) for case-studies
on a single author","
 However, a larger-scale study to identify enjamb","rnández (2010) for case-studies
on a single author.
 However, a larger-scale study to identify enjamb",author,However,1
en_gum-ud-train,16937,.,"ding
(Moretti, 2013), was not previously available","
 

Given that need, we have developed software, b","ding
(Moretti, 2013), was not previously available.
 

Given that need, we have developed software, b",available,Given,1
en_gum-ud-train,17114,.,"t in Spanish, and applied it
to a corpus of approx"," 3750 sonnets by ca. 1000 authors, from the 15th t","t in Spanish, and applied it
to a corpus of approx. 3750 sonnets by ca. 1000 authors, from the 15th t",approx,3750,0
en_gum-ud-train,17134,.,"plied it
to a corpus of approx. 3750 sonnets by ca"," 1000 authors, from the 15th to the
19th century.
","plied it
to a corpus of approx. 3750 sonnets by ca. 1000 authors, from the 15th to the
19th century.
",ca,1000,0
en_gum-ud-train,17183,.,"a. 1000 authors, from the 15th to the
19th century","
 What is the interest of such large-scale automat","a. 1000 authors, from the 15th to the
19th century.
 What is the interest of such large-scale automat",century,What,1
en_gum-ud-train,17259,?," such large-scale automatic analyses of
enjambment","
 First, the literature shows a debate about which"," such large-scale automatic analyses of
enjambment?
 First, the literature shows a debate about which",enjambment,First,1
en_gum-ud-train,17484,.,tic criteria are sufficient to identify enjambment,"

Second, the stylistic effects that enjambment pe","tic criteria are sufficient to identify enjambment.

Second, the stylistic effects that enjambment pe",enjambment,Second,1
en_gum-ud-train,17606,.,"ect of
current research (Martínez Fernández, 2010)","
 Systematically collecting large
amounts of enjam","ect of
current research (Martínez Fernández, 2010).
 Systematically collecting large
amounts of enjam",,Systematically,1
en_gum-ud-train,17766,.,"’
current claims, and may stimulate novel analyses","
 Finally, our study complements
Navarro’s (2016) ","’
current claims, and may stimulate novel analyses.
 Finally, our study complements
Navarro’s (2016) ",analyses,Finally,1
en_gum-ud-train,17929,.,covering a wider period and focusing on enjambment,"
 

The abstract is structured thus:
 First we pro","covering a wider period and focusing on enjambment.
 

The abstract is structured thus:
 First we pro",enjambment,The,1
en_gum-ud-train,18021,.,"st we provide the definition of enjambment
adopted","
 Then, our corpus and system are described, follo","st we provide the definition of enjambment
adopted.
 Then, our corpus and system are described, follo",adopted,Then,1
en_gum-ud-train,18106,.,"described, followed by an evaluation of
the system","
 Finally, findings on enjambment in our diachroni","described, followed by an evaluation of
the system.
 Finally, findings on enjambment in our diachroni",system,Finally,1
en_gum-ud-train,18186,.,"ment in our diachronic sonnet corpus are
discussed","
 The project’s website provides details omitted h","ment in our diachronic sonnet corpus are
discussed.
 The project’s website provides details omitted h",discussed,The,1
en_gum-ud-train,18320,.,"samples for the corpus, results, and other details","
 

Enjambment in Spanish
 

Syntactic and metrica","samples for the corpus, results, and other details.
 

Enjambment in Spanish
 

Syntactic and metrica",details,Enjambment,1
